Sensor_ID,Date,Soil_Moisture(%),Soil_pH,Temperature(C),Humidity(%),Crop_Type,Fertilizer_Recommended(kg/ha),Irrigation_Recommended(mm),Drone_Image_ID
SEN-1551,2026-07-06,69.65,6.53,21.0,71.8,Maize,123.8,19.6,IMG-2551
SEN-1552,2026-07-07,48.63,6.04,30.1,72.9,Maize,82.4,11.4,IMG-2552
SEN-1553,2026-07-08,49.27,7.04,32.0,57.7,Tomatoes,105.3,28.3,IMG-2553
SEN-1554,2026-07-09,71.37,6.2,19.7,85.3,Lettuce,107.7,8.3,IMG-2554
SEN-1555,2026-07-10,38.24,7.56,22.1,71.7,Maize,131.3,24.9,IMG-2555
SEN-1556,2026-07-11,19.38,7.65,20.4,73.7,Tomatoes,69.0,17.7,IMG-2556
SEN-1557,2026-07-12,12.01,5.98,23.9,81.7,Beans,112.5,23.8,IMG-2557
SEN-1558,2026-07-13,62.86,5.47,25.7,46.4,Tomatoes,145.4,12.8,IMG-2558
SEN-1559,2026-07-14,53.42,6.57,30.7,78.4,Tomatoes,117.6,17.9,IMG-2559
SEN-1560,2026-07-15,59.29,7.69,29.1,41.7,Tomatoes,88.8,26.4,IMG-2560
SEN-1561,2026-07-16,24.91,5.24,28.6,50.7,Maize,105.7,16.7,IMG-2561
SEN-1562,2026-07-17,19.55,6.68,24.0,50.1,Maize,118.8,14.0,IMG-2562
SEN-1563,2026-07-18,11.02,6.71,32.3,88.7,Beans,103.5,18.4,IMG-2563
SEN-1564,2026-07-19,34.54,7.07,26.0,81.4,Wheat,32.0,22.9,IMG-2564
SEN-1565,2026-07-20,51.29,4.96,34.6,72.1,Wheat,53.4,16.1,IMG-2565
SEN-1566,2026-07-21,37.46,7.01,28.8,73.6,Wheat,127.3,28.5,IMG-2566
SEN-1567,2026-07-22,40.62,7.68,20.1,63.7,Beans,62.7,12.4,IMG-2567
SEN-1568,2026-07-23,73.29,5.13,29.5,86.8,Wheat,117.8,16.9,IMG-2568
SEN-1569,2026-07-24,34.38,5.33,23.5,59.8,Wheat,74.7,23.9,IMG-2569
SEN-1570,2026-07-25,45.98,7.9,29.7,52.8,Tomatoes,92.6,22.2,IMG-2570
SEN-1571,2026-07-26,64.86,5.13,19.2,39.8,Maize,38.2,26.6,IMG-2571
SEN-1572,2026-07-27,37.76,7.49,21.0,77.2,Maize,51.7,29.9,IMG-2572
SEN-1573,2026-07-28,53.55,6.22,32.5,74.1,Tomatoes,144.9,15.7,IMG-2573
SEN-1574,2026-07-29,70.37,5.37,21.9,53.1,Tomatoes,136.8,7.8,IMG-2574
SEN-1575,2026-07-30,76.47,7.55,32.2,31.5,Tomatoes,108.3,5.8,IMG-2575
SEN-1576,2026-07-31,20.3,6.06,22.7,80.3,Maize,85.2,23.2,IMG-2576
SEN-1577,2026-08-01,74.86,6.3,28.9,30.7,Wheat,111.1,26.9,IMG-2577
SEN-1578,2026-08-02,44.45,5.76,29.8,72.2,Tomatoes,104.2,10.5,IMG-2578
SEN-1579,2026-08-03,28.08,6.58,26.7,88.2,Beans,98.2,9.0,IMG-2579
SEN-1580,2026-08-04,42.14,5.07,23.2,56.3,Tomatoes,37.1,6.6,IMG-2580
SEN-1581,2026-08-05,78.6,5.87,21.6,44.1,Lettuce,105.9,25.6,IMG-2581
SEN-1582,2026-08-06,44.48,7.89,18.6,72.3,Tomatoes,122.3,12.8,IMG-2582
SEN-1583,2026-08-07,33.01,5.4,23.2,79.0,Maize,149.3,15.0,IMG-2583
SEN-1584,2026-08-08,54.34,6.8,29.1,62.8,Tomatoes,31.3,17.6,IMG-2584
SEN-1585,2026-08-09,26.81,5.64,34.0,88.0,Lettuce,117.6,26.0,IMG-2585
SEN-1586,2026-08-10,15.31,7.21,32.8,33.1,Beans,98.6,21.3,IMG-2586
SEN-1587,2026-08-11,19.02,4.96,31.0,60.3,Wheat,82.1,20.4,IMG-2587
SEN-1588,2026-08-12,18.96,7.89,31.4,73.1,Tomatoes,45.3,9.4,IMG-2588
SEN-1589,2026-08-13,20.63,6.09,29.3,81.8,Lettuce,79.1,17.8,IMG-2589
SEN-1590,2026-08-14,19.72,5.33,22.4,40.8,Lettuce,72.5,22.9,IMG-2590
SEN-1591,2026-08-15,54.86,4.76,33.4,78.0,Beans,66.3,29.3,IMG-2591
SEN-1592,2026-08-16,22.73,5.09,29.4,63.2,Maize,117.7,10.0,IMG-2592
SEN-1593,2026-08-17,34.2,6.32,27.5,53.8,Tomatoes,114.1,5.2,IMG-2593
SEN-1594,2026-08-18,72.78,5.68,19.9,37.9,Lettuce,100.7,6.9,IMG-2594
SEN-1595,2026-08-19,43.18,7.4,25.6,81.9,Beans,142.6,14.4,IMG-2595
SEN-1596,2026-08-20,56.73,6.01,25.8,39.4,Wheat,72.0,25.5,IMG-2596
SEN-1597,2026-08-21,22.06,5.37,32.7,48.6,Lettuce,59.3,5.2,IMG-2597
SEN-1598,2026-08-22,23.46,6.66,27.3,47.4,Beans,108.7,16.4,IMG-2598
SEN-1599,2026-08-23,12.86,6.97,24.5,82.3,Maize,53.9,13.2,IMG-2599
SEN-1600,2026-08-24,21.83,5.08,34.6,70.4,Maize,67.8,6.3,IMG-2600
SEN-1601,2026-08-25,29.5,5.09,19.9,77.8,Lettuce,57.0,16.3,IMG-2601
SEN-1602,2026-08-26,22.39,4.63,25.2,45.0,Lettuce,38.3,11.4,IMG-2602
SEN-1603,2026-08-27,16.21,7.08,18.7,67.5,Tomatoes,129.3,13.8,IMG-2603
SEN-1604,2026-08-28,18.44,6.82,30.6,64.3,Beans,60.5,22.6,IMG-2604
SEN-1605,2026-08-29,42.25,6.16,33.6,80.0,Lettuce,86.8,18.0,IMG-2605
SEN-1606,2026-08-30,24.44,7.45,22.8,84.4,Tomatoes,35.2,8.1,IMG-2606
SEN-1607,2026-08-31,35.5,7.32,32.6,30.7,Tomatoes,113.9,29.0,IMG-2607
SEN-1608,2026-09-01,45.24,6.55,23.0,70.4,Lettuce,69.7,20.9,IMG-2608
SEN-1609,2026-09-02,58.33,7.54,33.5,33.1,Maize,119.4,24.1,IMG-2609
SEN-1610,2026-09-03,12.75,5.22,30.8,62.9,Beans,79.5,7.0,IMG-2610
SEN-1611,2026-09-04,65.96,4.89,31.7,47.3,Beans,53.5,6.2,IMG-2611
SEN-1612,2026-09-05,53.95,5.44,18.3,48.4,Maize,91.6,5.5,IMG-2612
SEN-1613,2026-09-06,15.72,4.7,34.4,51.2,Lettuce,45.7,9.7,IMG-2613
SEN-1614,2026-09-07,71.15,6.36,30.4,67.3,Beans,82.9,15.4,IMG-2614
SEN-1615,2026-09-08,74.46,7.78,23.2,50.0,Lettuce,68.1,28.4,IMG-2615
SEN-1616,2026-09-09,14.28,4.64,32.1,74.0,Lettuce,139.4,16.4,IMG-2616
SEN-1617,2026-09-10,29.38,4.93,22.8,54.3,Tomatoes,37.3,12.3,IMG-2617
SEN-1618,2026-09-11,66.43,6.08,32.8,34.1,Maize,113.3,19.0,IMG-2618
SEN-1619,2026-09-12,62.38,7.77,19.9,77.0,Lettuce,51.9,7.8,IMG-2619
SEN-1620,2026-09-13,22.92,5.61,30.0,47.1,Wheat,68.3,20.2,IMG-2620
SEN-1621,2026-09-14,24.65,6.28,27.2,56.0,Maize,79.9,19.2,IMG-2621
SEN-1622,2026-09-15,35.93,4.65,19.6,71.1,Beans,139.0,24.8,IMG-2622
SEN-1623,2026-09-16,43.92,5.02,22.1,49.9,Tomatoes,59.1,29.7,IMG-2623
SEN-1624,2026-09-17,53.28,7.95,18.2,33.4,Beans,41.0,11.3,IMG-2624
SEN-1625,2026-09-18,35.82,7.88,26.0,52.4,Beans,68.2,17.7,IMG-2625
SEN-1626,2026-09-19,42.38,4.52,23.1,86.7,Maize,42.6,27.7,IMG-2626
SEN-1627,2026-09-20,62.32,7.83,28.2,68.5,Beans,45.4,24.6,IMG-2627
SEN-1628,2026-09-21,12.57,6.74,23.1,70.3,Lettuce,98.9,17.2,IMG-2628
SEN-1629,2026-09-22,27.67,7.54,23.1,67.9,Beans,37.3,28.6,IMG-2629
SEN-1630,2026-09-23,59.93,6.09,30.6,41.9,Tomatoes,33.7,6.4,IMG-2630
SEN-1631,2026-09-24,72.66,6.3,18.8,55.1,Tomatoes,115.7,28.3,IMG-2631
SEN-1632,2026-09-25,45.82,6.21,33.3,75.1,Wheat,73.4,6.3,IMG-2632
SEN-1633,2026-09-26,47.25,6.83,32.5,36.1,Tomatoes,45.0,18.7,IMG-2633
SEN-1634,2026-09-27,17.5,4.99,29.4,46.7,Beans,60.4,27.3,IMG-2634
SEN-1635,2026-09-28,41.32,4.6,28.1,46.6,Tomatoes,107.1,11.6,IMG-2635
SEN-1636,2026-09-29,47.28,5.58,33.2,55.9,Maize,63.1,16.8,IMG-2636
SEN-1637,2026-09-30,26.97,6.97,21.2,88.8,Tomatoes,89.3,13.1,IMG-2637
SEN-1638,2026-10-01,28.85,5.21,19.3,34.1,Lettuce,44.6,28.8,IMG-2638
SEN-1639,2026-10-02,36.41,6.86,22.1,61.1,Maize,100.6,25.6,IMG-2639
SEN-1640,2026-10-03,11.4,7.89,31.5,40.8,Wheat,67.9,22.7,IMG-2640
SEN-1641,2026-10-04,32.55,4.83,18.6,88.2,Lettuce,105.2,19.7,IMG-2641
SEN-1642,2026-10-05,24.8,6.85,27.9,36.8,Beans,127.0,25.5,IMG-2642
SEN-1643,2026-10-06,32.92,6.05,34.9,54.2,Beans,103.4,14.8,IMG-2643
SEN-1644,2026-10-07,18.38,7.54,32.5,74.3,Beans,65.5,16.2,IMG-2644
SEN-1645,2026-10-08,72.34,5.12,26.9,72.3,Lettuce,60.7,23.3,IMG-2645
SEN-1646,2026-10-09,51.55,6.92,19.1,55.4,Lettuce,69.3,13.9,IMG-2646
SEN-1647,2026-10-10,57.54,7.43,32.1,50.8,Lettuce,49.8,6.6,IMG-2647
SEN-1648,2026-10-11,65.24,7.81,28.2,53.9,Maize,51.7,6.9,IMG-2648
SEN-1649,2026-10-12,44.89,6.89,20.0,45.9,Maize,124.9,7.9,IMG-2649
SEN-1650,2026-10-13,16.08,6.24,19.6,42.3,Beans,76.2,26.7,IMG-2650
SEN-1651,2026-10-14,47.6,6.66,33.5,59.0,Tomatoes,82.3,16.8,IMG-2651
SEN-1652,2026-10-15,51.08,7.54,29.4,46.1,Beans,101.3,22.8,IMG-2652
SEN-1653,2026-10-16,62.18,6.5,32.1,47.2,Wheat,100.8,14.8,IMG-2653
SEN-1654,2026-10-17,40.22,4.61,32.9,69.4,Maize,38.1,11.5,IMG-2654
SEN-1655,2026-10-18,18.93,7.76,27.7,88.1,Lettuce,129.8,13.7,IMG-2655
SEN-1656,2026-10-19,29.86,6.91,26.8,66.2,Maize,51.3,24.9,IMG-2656
SEN-1657,2026-10-20,35.42,6.87,25.3,34.6,Lettuce,116.8,20.6,IMG-2657
SEN-1658,2026-10-21,55.21,5.25,23.4,34.5,Wheat,122.7,28.4,IMG-2658
SEN-1659,2026-10-22,49.95,6.81,25.4,87.1,Wheat,115.8,22.0,IMG-2659
SEN-1660,2026-10-23,34.93,5.88,31.2,47.8,Maize,99.5,19.3,IMG-2660
SEN-1661,2026-10-24,79.06,6.78,28.2,35.5,Lettuce,31.8,20.3,IMG-2661
SEN-1662,2026-10-25,52.4,4.87,33.2,65.9,Wheat,73.2,28.6,IMG-2662
SEN-1663,2026-10-26,26.61,6.8,25.5,67.4,Beans,102.6,24.7,IMG-2663
SEN-1664,2026-10-27,17.12,8.0,28.3,68.9,Beans,76.5,5.6,IMG-2664
SEN-1665,2026-10-28,20.7,4.67,28.7,46.0,Lettuce,133.6,18.4,IMG-2665
SEN-1666,2026-10-29,27.22,7.92,28.1,30.9,Maize,67.1,22.2,IMG-2666
SEN-1667,2026-10-30,21.25,5.92,29.9,87.9,Wheat,65.2,23.7,IMG-2667
SEN-1668,2026-10-31,23.06,7.55,22.0,45.1,Maize,61.9,10.3,IMG-2668
SEN-1669,2026-11-01,29.96,7.24,26.7,70.6,Beans,69.9,26.7,IMG-2669
SEN-1670,2026-11-02,22.14,6.48,19.8,72.4,Wheat,96.9,28.9,IMG-2670
SEN-1671,2026-11-03,72.77,7.08,24.5,66.6,Maize,114.8,10.9,IMG-2671
SEN-1672,2026-11-04,15.62,7.57,26.3,48.8,Tomatoes,109.5,27.1,IMG-2672
SEN-1673,2026-11-05,46.72,5.91,29.1,46.3,Lettuce,126.9,7.4,IMG-2673
SEN-1674,2026-11-06,38.73,5.64,34.2,65.9,Lettuce,136.3,6.4,IMG-2674
SEN-1675,2026-11-07,78.77,6.84,28.2,82.0,Tomatoes,127.9,8.2,IMG-2675
SEN-1676,2026-11-08,17.84,7.33,30.6,86.8,Beans,32.3,6.4,IMG-2676
SEN-1677,2026-11-09,37.85,7.17,26.6,36.4,Wheat,118.3,26.1,IMG-2677
SEN-1678,2026-11-10,77.86,7.29,28.8,39.3,Lettuce,55.0,6.5,IMG-2678
SEN-1679,2026-11-11,70.59,6.02,19.2,86.7,Tomatoes,46.0,11.8,IMG-2679
SEN-1680,2026-11-12,67.2,7.36,22.3,74.2,Tomatoes,106.6,7.6,IMG-2680
SEN-1681,2026-11-13,28.05,4.92,24.2,83.0,Beans,68.4,12.4,IMG-2681
SEN-1682,2026-11-14,21.96,6.41,26.0,42.2,Beans,36.9,7.3,IMG-2682
SEN-1683,2026-11-15,45.185,6.295,26.6,59.4,Maize,86.3,17.4,IMG-2683
SEN-1684,2026-11-16,75.06,5.64,20.4,72.1,Lettuce,30.1,8.3,IMG-2684
SEN-1685,2026-11-17,48.97,5.78,22.7,70.8,Maize,138.4,26.3,IMG-2685
SEN-1686,2026-11-18,50.01,5.89,34.5,54.5,Tomatoes,33.0,25.4,IMG-2686
SEN-1687,2026-11-19,29.6,6.93,23.6,30.9,Wheat,55.1,5.3,IMG-2687
SEN-1688,2026-11-20,63.86,5.86,26.2,65.0,Wheat,80.0,27.4,IMG-2688
SEN-1689,2026-11-21,23.09,6.07,21.3,45.2,Beans,72.8,5.7,IMG-2689
SEN-1690,2026-11-22,32.66,5.33,28.4,57.0,Wheat,139.4,11.0,IMG-2690
SEN-1691,2026-11-23,39.78,5.81,22.8,87.5,Wheat,34.8,5.8,IMG-2691
SEN-1692,2026-11-24,45.53,5.3,21.5,53.9,Wheat,91.5,13.4,IMG-2692
SEN-1693,2026-11-25,26.97,4.76,26.8,80.4,Tomatoes,111.7,17.8,IMG-2693
SEN-1694,2026-11-26,18.04,6.61,18.1,41.3,Wheat,141.8,24.9,IMG-2694
SEN-1695,2026-11-27,52.74,6.84,18.1,70.3,Wheat,104.4,13.4,IMG-2695
SEN-1696,2026-11-28,30.2,6.67,21.7,88.6,Wheat,126.5,22.6,IMG-2696
SEN-1697,2026-11-29,50.69,6.12,18.6,36.1,Maize,40.0,9.7,IMG-2697
SEN-1698,2026-11-30,20.81,5.83,19.8,30.5,Tomatoes,76.3,23.8,IMG-2698
SEN-1699,2026-12-01,43.68,7.52,23.8,56.0,Beans,74.9,10.9,IMG-2699
SEN-1700,2026-12-02,47.28,6.32,31.6,35.6,Maize,136.4,8.6,IMG-2700
SEN-1701,2026-12-03,13.63,6.18,27.7,74.9,Lettuce,48.2,9.6,IMG-2701
SEN-1702,2026-12-04,33.56,4.59,26.7,84.9,Tomatoes,48.2,9.6,IMG-2702
SEN-1703,2026-12-05,19.41,5.69,23.0,56.0,Tomatoes,69.4,17.8,IMG-2703
SEN-1704,2026-12-06,14.44,5.83,33.8,45.5,Lettuce,36.5,26.1,IMG-2704
SEN-1705,2026-12-07,79.3,5.9,24.7,56.1,Lettuce,51.9,7.0,IMG-2705
SEN-1706,2026-12-08,32.56,6.53,19.5,73.4,Lettuce,145.8,22.7,IMG-2706
SEN-1707,2026-12-09,66.69,6.37,28.5,30.5,Beans,81.4,21.4,IMG-2707
SEN-1708,2026-12-10,27.82,6.63,19.9,65.4,Wheat,105.8,26.8,IMG-2708
SEN-1709,2026-12-11,57.71,7.18,23.9,66.8,Tomatoes,117.1,11.1,IMG-2709
SEN-1710,2026-12-12,63.22,7.35,26.6,68.3,Wheat,74.0,16.3,IMG-2710
SEN-1711,2026-12-13,51.69,7.01,32.9,44.5,Wheat,47.7,28.1,IMG-2711
SEN-1712,2026-12-14,43.01,7.84,26.4,72.8,Lettuce,54.8,21.5,IMG-2712
SEN-1713,2026-12-15,38.83,4.56,29.9,35.5,Beans,67.6,14.7,IMG-2713
SEN-1714,2026-12-16,34.42,5.19,34.9,42.0,Maize,106.3,8.3,IMG-2714
SEN-1715,2026-12-17,75.07,4.53,20.2,82.6,Beans,77.8,11.6,IMG-2715
SEN-1716,2026-12-18,68.14,6.77,22.7,74.3,Wheat,30.8,19.5,IMG-2716
SEN-1717,2026-12-19,77.55,7.64,24.7,30.8,Beans,92.8,23.0,IMG-2717
SEN-1718,2026-12-20,18.7,5.35,25.2,44.9,Lettuce,140.6,8.1,IMG-2718
SEN-1719,2026-12-21,61.16,7.74,25.0,42.9,Maize,127.4,20.0,IMG-2719
SEN-1720,2026-12-22,75.68,4.71,33.4,46.2,Lettuce,129.0,18.8,IMG-2720
SEN-1721,2026-12-23,22.69,7.77,30.1,44.9,Maize,125.4,17.8,IMG-2721
SEN-1722,2026-12-24,14.65,5.73,28.3,33.8,Wheat,68.8,22.3,IMG-2722
SEN-1723,2026-12-25,61.88,4.85,23.3,57.5,Maize,121.8,25.9,IMG-2723
SEN-1724,2026-12-26,50.21,6.2,32.0,74.0,Maize,47.2,13.1,IMG-2724
SEN-1725,2026-12-27,68.93,5.4,34.2,66.4,Maize,108.9,27.2,IMG-2725
SEN-1726,2026-12-28,19.78,5.5,32.0,70.4,Beans,107.0,9.0,IMG-2726
SEN-1727,2026-12-29,65.67,5.58,18.0,34.9,Beans,33.1,9.3,IMG-2727
SEN-1728,2026-12-30,24.11,7.31,28.8,87.1,Wheat,124.6,11.7,IMG-2728
SEN-1729,2026-12-31,21.46,6.39,18.9,80.3,Maize,138.4,8.0,IMG-2729
SEN-1730,2027-01-01,21.5,5.59,22.4,78.3,Tomatoes,62.1,10.8,IMG-2730
SEN-1731,2027-01-02,67.02,6.64,19.0,79.4,Wheat,127.5,7.7,IMG-2731
SEN-1732,2027-01-03,56.56,7.01,28.3,86.0,Maize,39.9,25.5,IMG-2732
SEN-1733,2027-01-04,46.61,5.45,29.7,62.7,Maize,102.0,8.5,IMG-2733
SEN-1734,2027-01-05,35.12,5.95,19.9,42.0,Beans,88.3,23.7,IMG-2734
SEN-1735,2027-01-06,71.4,4.93,24.5,67.0,Wheat,95.5,6.2,IMG-2735
SEN-1736,2027-01-07,37.47,5.13,25.8,74.6,Maize,141.1,28.7,IMG-2736
SEN-1737,2027-01-08,67.16,6.88,24.3,74.3,Maize,134.6,22.8,IMG-2737
SEN-1738,2027-01-09,40.74,5.14,20.1,61.3,Wheat,124.2,5.2,IMG-2738
SEN-1739,2027-01-10,36.39,6.34,25.1,34.1,Tomatoes,62.8,24.1,IMG-2739
SEN-1740,2027-01-11,42.39,6.98,30.8,52.3,Wheat,139.4,17.9,IMG-2740
SEN-1741,2027-01-12,31.1,4.87,19.2,85.2,Wheat,41.7,24.5,IMG-2741
SEN-1742,2027-01-13,62.33,6.49,19.4,65.1,Tomatoes,132.4,18.1,IMG-2742
SEN-1743,2027-01-14,45.19,5.4,24.0,62.3,Wheat,69.4,21.0,IMG-2743
SEN-1744,2027-01-15,26.25,7.87,34.0,46.1,Maize,36.5,24.7,IMG-2744
SEN-1745,2027-01-16,72.97,6.19,29.4,52.1,Wheat,110.3,15.1,IMG-2745
SEN-1746,2027-01-17,36.87,7.32,29.5,83.7,Tomatoes,57.8,5.1,IMG-2746
SEN-1747,2027-01-18,48.05,6.43,24.2,70.0,Lettuce,59.2,26.2,IMG-2747
SEN-1748,2027-01-19,73.45,4.65,28.1,77.2,Wheat,66.7,14.5,IMG-2748
SEN-1749,2027-01-20,53.7,6.72,18.2,57.3,Beans,37.6,17.4,IMG-2749
SEN-1750,2027-01-21,18.18,7.83,28.8,67.8,Maize,51.3,5.2,IMG-2750
SEN-1751,2027-01-22,75.79,6.61,33.5,44.9,Maize,30.6,17.3,IMG-2751
SEN-1752,2027-01-23,53.94,7.37,28.4,72.3,Beans,83.4,29.7,IMG-2752
SEN-1753,2027-01-24,33.44,7.59,32.9,55.7,Beans,40.1,12.0,IMG-2753
SEN-1754,2027-01-25,19.75,5.3,30.3,56.6,Wheat,111.9,14.9,IMG-2754
SEN-1755,2027-01-26,65.58,5.24,20.0,69.0,Beans,58.3,22.2,IMG-2755
SEN-1756,2027-01-27,53.41,6.64,33.3,86.2,Lettuce,143.2,25.4,IMG-2756
SEN-1757,2027-01-28,47.34,5.94,19.1,33.8,Tomatoes,134.6,15.4,IMG-2757
SEN-1758,2027-01-29,72.57,7.44,27.1,79.5,Beans,64.7,12.7,IMG-2758
SEN-1759,2027-01-30,65.2,7.65,20.4,47.5,Beans,124.0,28.4,IMG-2759
SEN-1760,2027-01-31,20.62,5.74,18.2,56.6,Lettuce,126.4,21.9,IMG-2760
SEN-1761,2027-02-01,31.82,5.33,25.2,31.3,Maize,148.4,8.0,IMG-2761
SEN-1762,2027-02-02,27.39,7.23,23.0,48.1,Maize,101.7,6.7,IMG-2762
SEN-1763,2027-02-03,62.08,5.46,26.3,60.2,Wheat,39.8,17.1,IMG-2763
SEN-1764,2027-02-04,12.35,7.38,27.8,33.4,Lettuce,107.6,10.5,IMG-2764
SEN-1765,2027-02-05,49.89,5.98,18.7,59.5,Tomatoes,105.0,11.3,IMG-2765
SEN-1766,2027-02-06,63.37,6.84,20.1,85.6,Tomatoes,106.6,26.9,IMG-2766
SEN-1767,2027-02-07,71.37,4.83,27.5,36.3,Lettuce,66.9,7.2,IMG-2767
SEN-1768,2027-02-08,33.95,6.68,23.8,75.9,Tomatoes,133.2,22.9,IMG-2768
SEN-1769,2027-02-09,67.49,6.08,30.4,54.6,Maize,145.1,11.8,IMG-2769
SEN-1770,2027-02-10,17.74,6.55,29.1,69.3,Tomatoes,56.1,24.0,IMG-2770
SEN-1771,2027-02-11,69.25,5.09,32.4,45.6,Tomatoes,40.6,23.1,IMG-2771
SEN-1772,2027-02-12,18.92,7.08,29.8,39.6,Lettuce,53.3,5.2,IMG-2772
SEN-1773,2027-02-13,37.81,7.52,25.3,39.6,Lettuce,128.5,17.7,IMG-2773
SEN-1774,2027-02-14,65.81,5.26,29.4,34.2,Tomatoes,111.2,8.5,IMG-2774
SEN-1775,2027-02-15,20.49,4.84,22.7,41.1,Beans,106.3,26.7,IMG-2775
SEN-1776,2027-02-16,26.05,4.58,23.2,69.9,Lettuce,78.2,26.8,IMG-2776
SEN-1777,2027-02-17,60.56,6.75,31.4,82.9,Wheat,99.3,15.5,IMG-2777
SEN-1778,2027-02-18,60.4,6.62,25.6,78.8,Wheat,66.9,16.1,IMG-2778
SEN-1779,2027-02-19,54.88,6.41,31.6,71.1,Maize,87.3,12.6,IMG-2779
SEN-1780,2027-02-20,58.58,5.31,32.0,36.6,Tomatoes,125.2,22.9,IMG-2780
SEN-1781,2027-02-21,47.99,5.87,32.6,47.4,Beans,147.7,14.0,IMG-2781
SEN-1782,2027-02-22,27.63,6.58,33.6,48.6,Maize,141.9,11.7,IMG-2782
SEN-1783,2027-02-23,34.2,6.24,25.3,45.0,Tomatoes,142.1,15.8,IMG-2783
SEN-1784,2027-02-24,22.71,7.96,23.4,60.9,Lettuce,78.3,7.3,IMG-2784
SEN-1785,2027-02-25,73.59,4.98,27.9,62.1,Wheat,86.3,23.7,IMG-2785
SEN-1786,2027-02-26,50.84,6.93,24.3,51.4,Beans,114.7,5.3,IMG-2786
SEN-1787,2027-02-27,38.06,5.92,28.2,51.2,Wheat,140.7,21.1,IMG-2787
SEN-1788,2027-02-28,42.34,6.0,30.0,79.7,Lettuce,47.0,9.6,IMG-2788
SEN-1789,2027-03-01,76.31,7.01,29.7,77.4,Tomatoes,66.5,10.8,IMG-2789
SEN-1790,2027-03-02,20.73,6.92,24.4,48.5,Lettuce,46.7,20.9,IMG-2790
SEN-1791,2027-03-03,51.04,7.97,20.8,84.8,Lettuce,103.4,29.8,IMG-2791
SEN-1792,2027-03-04,45.41,4.95,25.3,87.2,Wheat,66.8,24.4,IMG-2792
SEN-1793,2027-03-05,52.8,4.86,20.4,49.6,Beans,69.1,10.6,IMG-2793
SEN-1794,2027-03-06,11.27,7.04,33.1,51.3,Lettuce,38.5,9.4,IMG-2794
SEN-1795,2027-03-07,71.05,6.52,23.9,60.3,Wheat,72.0,26.7,IMG-2795
SEN-1796,2027-03-08,75.25,5.46,20.6,86.5,Beans,133.5,16.1,IMG-2796
SEN-1797,2027-03-09,49.56,4.78,18.4,82.6,Tomatoes,58.0,8.4,IMG-2797
SEN-1798,2027-03-10,58.77,4.8,29.0,36.2,Tomatoes,113.4,26.6,IMG-2798
SEN-1799,2027-03-11,74.57,7.63,28.8,53.6,Maize,105.6,25.4,IMG-2799
SEN-1510,,52.94,4.78,20.4,43.8,Beans,84.1,28.1,IMG-2510
SEN-1449,2026-03-26,15.85,6.66,19.4,51.5,Tomatoes,72.2,23.8,IMG-2449
